Position X,Position Y,Position Z,Orientation X,Orientaition Y,Orientation Z
-2.2649765014648438e-05,-1.5707786083221436,0.0,3.743171691894531e-05,-5.269050598144531e-05,0.0
-1.5707786083221436,0.0,3.743171691894531e-05,-5.269050598144531e-05,0.0,-0.00603763060644269
0.0,3.743171691894531e-05,-5.269050598144531e-05,0.0,-0.00603763060644269,-1.57388436794281
3.743171691894531e-05,-5.269050598144531e-05,0.0,-0.00603763060644269,-1.57388436794281,0.002731829648837447
-5.269050598144531e-05,0.0,-0.00603763060644269,-1.57388436794281,0.002731829648837447,3.733790435944684e-05
0.0,-0.00603763060644269,-1.57388436794281,0.002731829648837447,3.733790435944684e-05,-0.002283134963363409
-0.00603763060644269,-1.57388436794281,0.002731829648837447,3.733790435944684e-05,-0.002283134963363409,0.006065163295716047
-1.57388436794281,0.002731829648837447,3.733790435944684e-05,-0.002283134963363409,0.006065163295716047,-0.012052611447870731
0.002731829648837447,3.733790435944684e-05,-0.002283134963363409,0.006065163295716047,-0.012052611447870731,-1.5769902467727661
3.733790435944684e-05,-0.002283134963363409,0.006065163295716047,-0.012052611447870731,-1.5769902467727661,0.005463659297674894
-0.002283134963363409,0.006065163295716047,-0.012052611447870731,-1.5769902467727661,0.005463659297674894,3.724408816196956e-05
0.006065163295716047,-0.012052611447870731,-1.5769902467727661,0.005463659297674894,3.724408816196956e-05,-0.004513579420745373
-0.012052611447870731,-1.5769902467727661,0.005463659297674894,3.724408816196956e-05,-0.004513579420745373,0.012130326591432095
-1.5769902467727661,0.005463659297674894,3.724408816196956e-05,-0.004513579420745373,0.012130326591432095,-0.01806759275496006
0.005463659297674894,3.724408816196956e-05,-0.004513579420745373,0.012130326591432095,-0.01806759275496006,-1.5800960063934326
3.724408816196956e-05,-0.004513579420745373,0.012130326591432095,-0.01806759275496006,-1.5800960063934326,0.008195488713681698
-0.004513579420745373,0.012130326591432095,-0.01806759275496006,-1.5800960063934326,0.008195488713681698,3.7150275602471083e-05
0.012130326591432095,-0.01806759275496006,-1.5800960063934326,0.008195488713681698,3.7150275602471083e-05,-0.006744023412466049
-0.01806759275496006,-1.5800960063934326,0.008195488713681698,3.7150275602471083e-05,-0.006744023412466049,0.018195489421486855
-1.5800960063934326,0.008195488713681698,3.7150275602471083e-05,-0.006744023412466049,0.018195489421486855,-0.024082573130726814
