Position X,Position Y,Position Z,Orientation X,Orientaition Y,Orientation Z
-2.2649765014648438e-05,-1.5707786083221436,0.0,3.743171691894531e-05,-5.269050598144531e-05,0.0
-1.5707786083221436,0.0,3.743171691894531e-05,-5.269050598144531e-05,0.0,-0.001526352483779192
0.0,3.743171691894531e-05,-5.269050598144531e-05,0.0,-0.001526352483779192,-1.5728569030761719
3.743171691894531e-05,-5.269050598144531e-05,0.0,-0.001526352483779192,-1.5728569030761719,-0.004285714589059353
-5.269050598144531e-05,0.0,-0.001526352483779192,-1.5728569030761719,-0.004285714589059353,0.002468415768817067
0.0,-0.001526352483779192,-1.5728569030761719,-0.004285714589059353,0.002468415768817067,0.005511351395398378
-0.001526352483779192,-1.5728569030761719,-0.004285714589059353,0.002468415768817067,0.005511351395398378,-0.006065163295716047
-1.5728569030761719,-0.004285714589059353,0.002468415768817067,0.005511351395398378,-0.006065163295716047,-0.0030300552025437355
-0.004285714589059353,0.002468415768817067,0.005511351395398378,-0.006065163295716047,-0.0030300552025437355,-1.5749350786209106
0.002468415768817067,0.005511351395398378,-0.006065163295716047,-0.0030300552025437355,-1.5749350786209106,-0.008571429178118706
0.005511351395398378,-0.006065163295716047,-0.0030300552025437355,-1.5749350786209106,-0.008571429178118706,0.004899399820715189
-0.006065163295716047,-0.0030300552025437355,-1.5749350786209106,-0.008571429178118706,0.004899399820715189,0.011075393296778202
-0.0030300552025437355,-1.5749350786209106,-0.008571429178118706,0.004899399820715189,0.011075393296778202,-0.012130326591432095
-1.5749350786209106,-0.008571429178118706,0.004899399820715189,0.011075393296778202,-0.012130326591432095,-0.004533757921308279
-0.008571429178118706,0.004899399820715189,0.011075393296778202,-0.012130326591432095,-0.004533757921308279,-1.577013373374939
0.004899399820715189,0.011075393296778202,-0.012130326591432095,-0.004533757921308279,-1.577013373374939,-0.012857142835855484
0.011075393296778202,-0.012130326591432095,-0.004533757921308279,-1.577013373374939,-0.012857142835855484,0.007330383639782667
